run_id,trade_index,source,ticket,module,type,open,close,lots,openPrice,closePrice,pl,equity,return_pct,peak_return_pct,dyn_peak_pct,campaign_score,checkpoint_hit,state
cf2b9958e39b,10,all_closed,10,MOMENTUM,BUY,2023.03.28 18:00,2023.03.29 10:07,0.91,1969.30,1958.83,-763.72,69544.55,-0.65,3.10,3.10,2,false,ACTIVE_CHALLENGE
920bc82125a2,1,all_closed,1,PULLBACK,BUY,2023.04.03 14:00,2023.04.04 16:42,1.06,1972.66,1990.65,1322.85,71322.85,1.89,1.98,1.98,2,false,ACTIVE_CHALLENGE
920bc82125a2,2,all_closed,2,PULLBACK,BUY,2023.04.05 10:00,2023.04.05 17:11,2.12,2024.53,2019.95,-716.50,70606.35,0.87,3.60,3.60,4,false,ACTIVE_CHALLENGE
920bc82125a2,3,all_closed,3,PULLBACK,BUY,2023.04.06 13:00,2023.04.06 15:37,1.70,2019.74,2014.08,-709.20,69897.15,-0.15,3.60,3.60,4,false,ACTIVE_CHALLENGE
920bc82125a2,4,all_closed,4,PULLBACK,BUY,2023.04.11 11:00,2023.04.11 16:10,1.86,2002.24,1997.13,-700.88,69196.27,-1.15,3.60,3.60,2,false,ACTIVE_CHALLENGE
920bc82125a2,5,all_closed,5,MOMENTUM,BUY,2023.04.13 17:00,2023.04.13 17:44,0.92,2046.68,2036.44,-692.84,68503.43,-2.14,3.60,3.60,5,false,ACTIVE_CHALLENGE
920bc82125a2,6,all_closed,6,MOMENTUM,SELL,2023.05.23 11:00,2023.05.23 16:16,1.20,1957.15,1964.91,-685.34,67818.09,-3.12,3.60,3.60,5,false,ACTIVE_CHALLENGE
35d46037cfe1,1,all_closed,1,PULLBACK,BUY,2023.07.18 10:00,2023.07.18 14:16,2.69,1961.87,1968.96,1393.31,71393.31,1.99,1.99,1.99,5,false,ACTIVE_CHALLENGE
35d46037cfe1,2,all_closed,2,PULLBACK,BUY,2023.07.18 14:20,2023.07.18 14:34,2.51,1967.46,1963.58,-719.30,70674.01,0.96,2.17,2.17,5,false,ACTIVE_CHALLENGE
35d46037cfe1,3,all_closed,3,PULLBACK,BUY,2023.07.26 16:00,2023.07.26 16:20,2.33,1972.42,1968.30,-708.75,69965.26,-0.05,2.17,2.17,4,false,ACTIVE_CHALLENGE
35d46037cfe1,4,all_closed,4,PULLBACK,SELL,2023.08.07 12:00,2023.08.07 16:10,2.29,1936.21,1940.37,-703.21,69262.05,-1.05,2.17,2.17,3,false,ACTIVE_CHALLENGE
35d46037cfe1,5,all_closed,5,MOMENTUM,SELL,2023.08.08 15:00,2023.08.09 17:57,1.45,1928.87,1917.20,1232.42,70494.47,0.71,2.17,2.17,4,false,ACTIVE_CHALLENGE
35d46037cfe1,6,all_closed,6,MOMENTUM,SELL,2023.09.26 19:00,2023.09.27 15:20,1.46,1902.49,1890.70,1253.80,71748.28,2.50,2.50,2.50,5,false,ACTIVE_CHALLENGE
35d46037cfe1,7,all_closed,7,MOMENTUM,SELL,2023.09.27 15:25,2023.09.27 18:17,2.03,1891.05,1882.40,1283.86,73032.14,4.33,4.33,4.33,5,false,ACTIVE_CHALLENGE
35d46037cfe1,8,all_closed,8,MOMENTUM,SELL,2023.09.27 19:25,2023.09.28 18:00,1.48,1877.51,1865.40,1294.09,74326.23,6.18,6.18,6.18,3,true,PROTECTING_PROFIT
1a53d6cc78ab,1,all_closed,1,PULLBACK,BUY,2023.10.19 13:00,2023.10.19 20:06,1.53,1950.89,1963.34,1393.94,71393.94,1.99,1.99,1.99,5,false,ACTIVE_CHALLENGE
1a53d6cc78ab,2,all_closed,2,MOMENTUM,BUY,2023.10.19 20:10,2023.10.20 02:32,0.92,1962.67,1981.61,1212.25,72606.19,3.72,3.72,3.72,5,false,ACTIVE_CHALLENGE
1a53d6cc78ab,3,all_closed,3,PULLBACK,BUY,2023.10.20 10:00,2023.10.23 01:00,1.11,1979.52,1970.64,-802.15,71804.04,2.58,5.78,5.78,4,true,PROTECTING_PROFIT
1a53d6cc78ab,4,all_closed,4,PULLBACK,BUY,2023.10.23 12:00,2023.10.23 16:43,0.29,1981.62,1973.25,-178.61,71625.43,2.32,5.78,5.78,4,true,PROTECTING_PROFIT
1a53d6cc78ab,5,all_closed,5,PULLBACK,BUY,2023.10.30 12:00,2023.10.31 05:56,1.48,1996.78,1992.45,-575.69,71049.73,1.50,5.78,5.78,2,true,FAILED_STANDDOWN
2b9a85e9350d,1,all_closed,1,PULLBACK,BUY,2024.01.31 16:00,2024.01.31 16:45,2.02,2041.95,2051.39,1394.26,71394.26,1.99,1.99,1.99,4,false,ACTIVE_CHALLENGE
2b9a85e9350d,2,all_closed,2,PULLBACK,BUY,2024.02.01 17:00,2024.02.01 18:43,1.18,2046.47,2062.91,1420.24,72814.50,4.02,4.02,4.02,5,false,ACTIVE_CHALLENGE
2b9a85e9350d,3,all_closed,3,MOMENTUM,SELL,2024.02.13 17:00,2024.02.15 16:30,1.00,1995.75,2005.67,-745.34,72069.16,2.96,5.22,5.22,3,true,PROTECTING_PROFIT
2b9a85e9350d,4,all_closed,4,PULLBACK,BUY,2024.03.04 12:00,2024.03.04 16:16,2.17,2085.40,2094.46,1437.21,73506.37,5.01,5.22,5.22,5,true,PROTECTING_PROFIT
2b9a85e9350d,5,all_closed,5,MOMENTUM,BUY,2024.03.04 16:20,2024.03.04 17:58,1.41,2095.63,2108.36,1313.35,74819.72,6.89,6.89,6.89,5,true,PROTECTING_PROFIT
2b9a85e9350d,6,all_closed,6,MOMENTUM,BUY,2024.03.05 12:00,2024.03.05 15:34,1.24,2124.57,2139.36,1342.31,76162.03,8.80,8.80,8.80,4,true,PROTECTING_PROFIT
2b9a85e9350d,7,all_closed,7,PULLBACK,BUY,2024.03.05 19:00,2024.03.06 16:32,0.93,2128.48,2141.75,838.53,77000.57,10.00,10.00,10.00,4,true,TARGET_HIT
