run_id,trade_index,source,ticket,module,type,open,close,lots,openPrice,closePrice,pl,equity,return_pct,peak_return_pct,dyn_peak_pct,campaign_score,state
4bc76fa37aae,2,trace,7,PULLBACK,BUY,2026.01.23 18:30,2026.01.26 02:41,0.30,4985.55,5051.85,1436.36,74965.20,7.09,7.09,7.09,5,PROTECTING_PROFIT
4bc76fa37aae,3,trace,8,PULLBACK,BUY,2026.01.26 17:00,2026.01.26 21:02,0.24,5096.34,5054.02,-746.15,74219.05,6.03,7.31,7.31,4,PROTECTING_PROFIT
4bc76fa37aae,4,trace,9,PULLBACK,BUY,2026.01.27 12:00,2026.01.28 03:41,0.18,5098.70,5208.92,1441.59,75660.64,8.09,8.09,8.09,4,PROTECTING_PROFIT
4bc76fa37aae,5,trace,10,MOMENTUM,BUY,2026.01.28 10:00,2026.01.28 23:48,0.17,5290.63,5396.65,1320.90,76981.54,9.97,9.97,9.97,4,PROTECTING_PROFIT
4bc76fa37aae,6,trace,11,PULLBACK,BUY,2026.02.11 12:00,2026.02.11 12:00,0.32,5062.96,5063.87,19.70,77001.24,10.00,10.00,10.00,5,TARGET_HIT
b6ef72ca3f93,1,trace,6,MOMENTUM,BUY,2026.01.22 20:05,2026.01.23 18:25,0.23,4908.63,4982.66,1231.62,73528.84,5.04,5.04,5.04,5,PROTECTING_PROFIT
b6ef72ca3f93,2,trace,7,PULLBACK,BUY,2026.01.23 18:30,2026.01.26 02:41,0.30,4985.55,5051.85,1436.36,74965.20,7.09,7.09,7.09,5,PROTECTING_PROFIT
b6ef72ca3f93,3,trace,8,PULLBACK,BUY,2026.01.26 17:00,2026.01.26 21:02,0.24,5096.34,5054.02,-746.15,74219.05,6.03,7.31,7.31,4,PROTECTING_PROFIT
b6ef72ca3f93,4,trace,9,PULLBACK,BUY,2026.01.27 12:00,2026.01.28 03:41,0.18,5098.70,5208.92,1441.59,75660.64,8.09,8.09,8.09,4,PROTECTING_PROFIT
b6ef72ca3f93,5,trace,10,MOMENTUM,BUY,2026.01.28 10:00,2026.01.28 23:48,0.17,5290.63,5396.65,1320.90,76981.54,9.97,9.97,9.97,4,PROTECTING_PROFIT
b6ef72ca3f93,6,trace,11,PULLBACK,BUY,2026.02.11 12:00,2026.02.11 12:00,0.32,5062.96,5063.87,19.70,77001.24,10.00,10.00,10.00,5,TARGET_HIT
09b413eb0616,1,trace,5,PULLBACK,BUY,2020.04.14 11:00,2020.04.14 17:25,0.85,1722.74,1745.70,1429.78,73823.95,5.46,5.46,5.46,5,PROTECTING_PROFIT
09b413eb0616,2,trace,6,MOMENTUM,BUY,2020.04.14 17:30,2020.04.14 18:11,0.61,1742.66,1726.35,-730.75,73093.20,4.42,5.73,5.73,5,PROTECTING_PROFIT
09b413eb0616,3,trace,7,MOMENTUM,BUY,2020.04.23 18:00,2020.04.23 20:22,0.70,1734.87,1720.70,-728.70,72364.50,3.38,5.73,5.73,5,PROTECTING_PROFIT
09b413eb0616,4,trace,8,PULLBACK,BUY,2020.04.30 10:00,2020.04.30 15:37,1.07,1717.96,1708.75,-724.62,71639.88,2.34,5.73,5.73,2,PROTECTING_PROFIT
09b413eb0616,5,trace,9,PULLBACK,BUY,2020.05.08 10:00,2020.05.08 15:45,1.20,1716.98,1710.29,-590.89,71048.99,1.50,5.73,5.73,5,FAILED_STANDDOWN
83aebd677a7f,1,trace,6,PULLBACK,SELL,2022.07.14 10:00,2022.07.14 16:01,1.44,1721.15,1707.34,1455.91,74483.13,6.40,6.40,6.40,5,PROTECTING_PROFIT
83aebd677a7f,2,trace,7,MOMENTUM,SELL,2022.07.14 17:00,2022.07.14 18:50,0.87,1702.62,1714.21,-741.02,73742.11,5.35,6.81,6.81,5,PROTECTING_PROFIT
